Date,JulianDay,CIMIS_Eto_mm,Precip_mm,SolRad_W.sq.m,AvgVap_kPa,MaxAirTemp_C,MinAirTemp_C,AvgAirTemp_C,MaxRelHum,MinRelHum,AvgRelHum,DewPt_C,AvgwSpd_m.s,WndRun_Km,AvgSoilTemp_C
6/14/1996,166,6.94,0,368,1.4,31,11,20.4,90,37,58,11.9,2.3,194.5,24.4
6/15/1996,167,6.74,0,375,1.4,27.8,10.5,18.9,90,44,65,12.2,2.5,218.9,24.5
6/16/1996,168,6.94,0,378,1.3,23.9,11.5,16.7,89,51,69,11,4.5,387.3,23.8
6/17/1996,169,6.53,0,369,1.3,28.4,9.8,18.9,94,36,59,10.6,2.2,193.6,23.3
6/18/1996,170,8.9,0,377,0.8,29.8,14.3,22.3,71,16,31,4.2,3.8,332.6,23
6/19/1996,171,8.18,0,361,1,31.2,11.9,22,71,17,36,6.3,3.4,290.6,22.5
6/20/1996,172,7.02,0,377,1.2,27.1,12.3,19.1,78,39,56,10.2,3.4,293.1,21.9
6/21/1996,173,6.82,0,370,1.3,26.9,11.4,18.5,90,42,63,11.3,2.9,249.4,22.4
6/22/1996,174,6.93,0,368,1.4,31,11.3,21.1,88,35,56,11.9,2,169.3,22.8
6/23/1996,175,8.36,0,367,1.2,31.7,13.1,23.1,83,26,44,10,3,260.2,23.3
6/24/1996,176,5.64,0,267,1.2,23.7,12.3,18.7,81,41,55,9.5,3.8,331.3,22.7
6/25/1996,177,5.96,0,353,1.2,23.4,9.4,16.5,92,38,65,10,2.5,214.2,22.3
6/26/1996,178,6.28,0,341,1.3,22,12.1,16.4,89,55,71,11.1,4.1,350.6,22.4
6/27/1996,179,5.38,0,318,1.2,23.6,10.4,16.7,91,41,64,9.7,2,175.7,21.7
6/28/1996,180,6.66,0,376,1.3,29.8,9.6,20.2,93,31,56,11,1.7,142.6,22.2
6/29/1996,181,7.68,0,381,1.3,33.5,13,24.2,85,19,44,11,2,168.7,22.7
6/30/1996,182,7.75,0,383,1.5,38.9,14.8,27.1,80,16,41,12.8,1.5,130.6,23.3
7/1/1996,183,7.78,0,376,1.6,38.4,16.3,27.5,77,21,44,14.3,1.8,152.4,24.7
7/2/1996,184,8.12,0,380,1.5,36.6,15,25,79,23,47,13,2.5,215.9,25.6
7/3/1996,185,7.86,0,373,1.6,33.3,13.4,22.9,87,36,57,13.8,3.2,276.7,24.8
7/4/1996,186,7.48,0,389,1.4,30.7,13.5,21.7,90,26,53,11.6,2.3,199.8,24.5
7/5/1996,187,7.52,0,382,1.4,36.3,11.6,23.4,84,21,47,11.4,2.1,178.7,24.1
7/6/1996,188,7.51,0,383,1.5,36.4,14.4,25.4,81,20,47,13.3,1.7,144.1,24.6
7/7/1996,189,7.35,0,376,1.6,33.8,14,23.4,85,34,57,14.5,2.1,180.5,24.9
7/8/1996,190,7,0,371,1.7,32.7,13.6,22.2,88,40,62,14.6,2.3,195,24.7
7/9/1996,191,7.38,0,366,1.6,35.3,14.1,24.3,91,24,53,14,2.1,185.7,24.7
7/10/1996,192,7.49,0,364,1.5,35.4,14.4,24.4,82,30,51,13.5,2.2,192.5,24.8
7/11/1996,193,7.66,0,356,1.3,33.6,14.7,23.8,71,22,43,10.5,2.5,219.5,24.4
7/12/1996,194,6.7,0,332,1.4,32.8,14.4,23,72,32,51,12.4,2.1,184.9,24
7/13/1996,195,7.08,0,354,1.7,35.9,14.9,24.6,82,34,55,14.9,2.1,177.4,24.5
7/14/1996,196,7.25,0,362,1.7,33.3,15.6,23.1,83,42,61,15.1,2.9,246.4,24.8
7/15/1996,197,7.11,0,373,1.6,29.9,13.6,20.7,91,42,64,13.8,3.1,264.5,24.5
7/16/1996,198,6.46,0,366,1.6,27.9,12.8,19.6,92,48,71,14.1,2.7,232.8,24.3
7/17/1996,199,7.18,0,365,1.5,28.8,12.8,20.2,92,42,64,13.2,3.8,324.4,24.1
7/18/1996,200,6.79,0,373,1.4,30.5,11,20.9,93,32,56,11.9,2.1,182.6,23.8
7/19/1996,201,8.19,0,376,1.2,32.4,13.8,23.3,74,20,42,9.5,3.1,267.9,23.5
7/20/1996,202,8.03,0,376,1.2,36.7,13.1,25.6,68,17,37,9.8,2.2,188.8,23.5
7/21/1996,203,7.47,0,369,1.3,37.5,14.5,26.1,79,19,40,11.4,1.8,154.7,24.3
7/22/1996,204,7.07,0,347,1.5,36.8,13.3,24.5,80,25,47,12.5,2.2,189.9,24.6
7/23/1996,205,5.88,0,293,1.5,34.2,16,23.6,74,30,53,13.4,2.1,184.8,23.6
7/24/1996,206,6.92,0,358,1.6,34.4,13.3,23.3,83,30,56,13.9,2,170.3,23.6
7/25/1996,207,6.8,0,358,1.7,37.6,13.7,24.2,85,27,57,15,1.7,143.2,24.4
7/26/1996,208,6.38,0,326,1.6,33.6,12.8,22.6,90,35,59,14.2,2.2,186,24.6
7/27/1996,209,6.13,0,267,1.6,33.5,17,24.7,80,29,51,13.8,2.5,214.9,24.5
7/28/1996,210,7.08,0,313,1.6,37.6,19.3,27.7,64,22,42,13.8,2.1,178.9,24.7
7/29/1996,211,7.54,0,343,1.8,39.4,20,29.5,70,23,45,16.2,2.1,184.5,25.2
7/30/1996,212,7.25,0,344,1.8,38.8,17.5,27.9,77,24,48,15.9,1.9,164.8,25.6
7/31/1996,213,7.58,0,353,1.4,39.5,16.8,27.6,79,15,38,11.9,2,172.2,25.2
8/1/1996,214,6.99,0,362,1.5,32.4,13.2,22,86,34,57,13.1,2.5,216.3,24.8
8/2/1996,215,7.36,0,355,1.4,35,13,23.4,87,23,47,11.6,2.5,216.9,24.8
8/3/1996,216,6.65,0,343,1.4,30.2,14,22.2,79,34,53,12.1,2.5,217.8,24.5
8/4/1996,217,7.24,0,348,1.3,33.4,13.1,23.2,84,20,45,10.8,2.4,208.4,24.3
8/5/1996,218,6.7,0,344,1.4,25.8,13.9,18.3,85,49,68,12.3,5.3,460,23.6
8/6/1996,219,6.04,0,342,1.4,29.9,12.4,19.8,92,34,62,12.3,2.4,211,23.1
8/7/1996,220,6.28,0,341,1.5,33,11.7,22,91,27,56,12.7,1.8,157.4,23.6
8/8/1996,221,6.54,0,334,1.6,37.4,13.4,24.9,89,26,52,14.3,1.6,134.6,23.9
8/9/1996,222,6.79,0,331,1.7,38.5,14.9,27,83,28,47,14.6,1.6,134.5,24.5
8/10/1996,223,7.06,0,330,1.4,40.9,15.3,28.5,71,15,37,12.5,1.8,157.1,25
8/11/1996,224,7.43,0,305,1.5,41.7,20.5,30,65,14,36,13.3,2.1,180.4,25.4
8/12/1996,225,6.12,0,274,1.6,40.2,20.1,28.9,67,20,41,14.3,1.6,138.9,25.6
8/13/1996,226,7.01,0,308,1.6,40.3,19.2,28.9,72,20,41,14.3,1.9,163,25.8
8/14/1996,227,7.21,0,322,1.5,38.9,17.2,26.8,74,17,44,13.4,2.4,208.9,26.7
8/15/1996,228,6.53,0,328,1.3,36.6,12.8,24.3,78,12,42,10.6,1.7,144.7,26.3
8/16/1996,229,6.96,0,337,1.3,36,12.5,23.5,82,14,44,10.7,2.2,194.2,25.8
8/17/1996,230,5.99,0,316,1.5,29.7,12.3,20.7,88,42,60,12.7,2.5,215.8,25.2
8/18/1996,231,5.3,0,264,1.3,29.3,12.4,20.7,85,27,52,10.6,2.2,194,24.6
8/19/1996,232,6.03,0,315,1.4,26.4,12.7,18.4,87,44,64,11.5,3.7,319.9,24.1
8/20/1996,233,5.59,0,318,1.4,29.4,10.3,19.3,93,36,61,11.7,2,172.6,23.6
8/21/1996,234,6.39,0,316,1.3,33.8,12.7,22.7,83,22,47,10.8,1.9,166.3,23.9
8/22/1996,235,6.07,0,315,1.4,35,11.9,23.4,84,23,48,11.9,1.6,137.1,24.1
8/23/1996,236,6.1,0,305,1.5,35.7,13.4,24.3,85,24,48,12.7,1.7,147.3,25.7
8/24/1996,237,6.02,0,306,1.5,33.2,13.4,21.8,83,32,57,12.9,2.4,205.8,26.2
8/25/1996,238,5.87,0,318,1.4,30.5,10.7,20,90,32,59,11.7,2.5,220.1,25.2
8/26/1996,239,5.93,0,317,1.4,27,11.4,18.6,94,43,65,11.9,3.3,289.1,24.5
8/27/1996,240,5.2,0,312,1.4,28.6,9.7,18.9,94,38,65,12.1,2,175,23.9
8/28/1996,241,6.09,0,309,1.4,34.2,12.2,23.4,90,27,50,12.4,1.6,139.2,24.1
8/29/1996,242,5.96,0,306,1.5,36.4,13.2,25.1,81,26,48,13.2,1.5,133.1,24.5
8/30/1996,243,6.4,0,309,1.5,37,14.6,25.6,79,25,47,13.4,2.2,187.7,24.6
8/31/1996,244,5.89,0,312,1.5,33.4,12.3,22.4,91,22,54,12.5,2,173.8,24.5
9/1/1996,245,5.63,0,310,1.4,31.9,11.1,20.4,91,30,59,12.2,2.1,180.4,24.1
9/2/1996,246,5.81,0,310,1.3,30.8,10.5,19.8,94,21,58,11.3,2.4,203.6,23.8
9/3/1996,247,5.42,1,306,1.4,27.2,10.1,18.3,91,42,66,11.9,2.9,246.8,23.3
9/4/1996,248,5.68,0,298,1.2,28.9,11.6,19.3,88,25,54,9.7,2.7,234.4,22.7
9/5/1996,249,6.48,0,303,0.9,28.6,8.5,18.3,89,15,42,5,3.1,269.3,21.9
9/6/1996,250,5.75,0,297,0.8,32.3,8.9,20.6,63,16,33,3.9,1.8,151.8,21.4
9/7/1996,251,5.5,0,296,0.9,33.5,9.3,21.5,70,12,34,5,1.5,132.3,21.7
9/8/1996,252,5.68,0,296,0.9,34.7,11.3,22.6,62,16,33,5.6,1.6,135.2,22
9/9/1996,253,5.72,0,289,1,34.7,11.2,23.1,67,16,34,6.5,1.7,147.4,22.1
9/10/1996,254,5.38,0,285,1.2,34.4,12.3,23,74,20,41,9.1,1.8,154.8,22.3
9/11/1996,255,5.4,0,282,1.3,25.2,11.9,17.9,86,41,63,10.7,4.1,352.9,21.7
9/12/1996,256,4.36,0,264,1.3,25.6,9,17.1,91,39,68,11.1,2.5,212.5,20.8
9/13/1996,257,2.05,0,120,1.4,23.1,12.7,18.3,86,51,68,12.3,1.9,167.2,21
9/14/1996,258,4.38,0,266,1.4,26.7,9.4,18.1,94,39,65,11.5,1.8,155.1,20.9
9/15/1996,259,4.55,0,214,1.4,25.3,12.9,19.4,85,39,64,12.4,4.4,377.7,21
9/16/1996,260,6.11,0,264,0.8,25.9,12.5,18.5,65,19,37,3.5,4.2,360,20.3
9/17/1996,261,6.39,0,263,0.8,27.8,13.5,20.4,47,15,32,3,3.9,335.9,19.8
9/18/1996,262,7.24,0,269,,28.9,,21.9,48,14,,,2.5,214.6,19.7
9/19/1996,263,4.58,0,269,0.8,31.5,9.1,20.5,58,17,34,4,1.1,96.1,19.6
9/20/1996,264,5.04,0,268,1.1,32.9,11.2,21.9,62,23,42,8.3,1.7,148.2,20.7
9/21/1996,265,5.34,0,263,1.3,32.3,12.1,21.3,75,32,53,11.2,2.7,236.3,21.2
9/22/1996,266,4.97,0,262,1.2,30,12.9,20.4,81,26,48,9.1,2.6,227.7,20.7
9/23/1996,267,4.37,0,259,1.3,28.6,9.7,18.2,84,36,60,10.4,2,169.2,20.5
9/24/1996,268,4.1,0,257,1.2,29.5,8.8,17.7,88,30,60,9.9,1.6,140.2,20.3
9/25/1996,269,4.23,0,240,1.2,30.5,8.8,19,91,28,56,10.1,1.7,147.6,20.2
9/26/1996,270,4.75,2,251,1.1,32.6,10,19.6,86,14,50,8.8,1.9,165.6,20.3
9/27/1996,271,4.09,0,250,1.2,31.4,8.9,19.1,87,27,56,10,1.5,133.6,20.2
9/28/1996,272,4.07,0,239,1.3,32.6,9.8,20.1,89,27,54,10.6,1.5,130,20.5
9/29/1996,273,4.06,0,224,1.3,32,10.6,20.2,89,29,57,11.3,1.6,134.7,20.7
9/30/1996,274,3.96,0,225,1.3,25.6,11.8,17.7,87,44,66,11.4,2.9,252.2,20.6
10/1/1996,275,3.71,0,222,1.3,24.6,9.7,16.7,92,49,70,11.3,2.3,200.6,20.1
10/2/1996,276,3.89,0,222,1.4,26.7,10.3,18,91,44,67,11.8,2.1,182.1,20.1
10/3/1996,277,3.7,0,223,1.4,30.5,9.3,18.9,91,36,62,11.5,1.4,123.1,
10/4/1996,278,3.67,0,217,1.4,30.5,10.1,20.2,88,34,59,11.9,1.4,124.3,
10/5/1996,279,4.08,0,220,1.4,33.5,11.3,22,84,29,52,11.6,1.5,125.9,
10/6/1996,280,4.46,0,224,1.3,34.4,13.5,22.8,75,23,46,10.5,1.7,146.9,
10/7/1996,281,4.52,0,218,1.2,35.5,12.1,22.9,74,17,42,9.2,1.6,139.4,
10/8/1996,282,4.02,0,214,1.2,37.8,12.8,23.7,65,18,41,9.6,1.1,94.9,
10/9/1996,283,4.72,0,204,1.2,32.5,13,20.8,75,24,50,10.1,3.1,264.3,
10/10/1996,284,3.18,0,91,,25.8,0,18.5,90,38,,,2.2,188.7,20.7
10/11/1996,285,3.31,0,205,1.3,28.5,7.2,17.6,95,34,64,10.6,1.4,123.7,19.6
10/12/1996,286,3.16,0,171,1.5,27.3,13.1,19,91,39,67,12.8,2.4,205.5,19
10/13/1996,287,3.52,0,205,1.2,27.6,11.2,18.6,85,33,55,9.4,1.9,165.9,19.3
10/14/1996,288,5.02,0,208,0.6,28.2,10.4,19.2,48,9,28,0.1,3.3,285.7,18.7
10/15/1996,289,4.15,0,200,0.8,27,7.9,17.9,65,27,39,3.9,2.2,191.6,18.1
10/16/1996,290,5.72,0,185,0.5,21.7,11.3,16.7,37,17,27,-2.4,5.2,452.7,17.4
10/17/1996,291,3.45,0,196,0.6,25.5,4.9,14.8,54,18,33,-1.4,1.9,160.4,16.8
10/18/1996,292,2.94,0,126,1,21,10.8,15.3,78,37,58,7,4.1,350.2,17
10/19/1996,293,3.2,0,192,0.6,18.4,4.6,12.1,72,24,43,-0.1,2.3,201.2,16.5
10/20/1996,294,5.85,0,190,0.5,19.5,9.1,13.8,45,15,29,-4,6.5,565.1,15.5
10/21/1996,295,4.45,0,193,0.4,20.8,4.7,13.6,48,15,26,-5.3,4.1,350,15.1
10/22/1996,296,2.8,0,169,0.6,21.9,2.2,12.3,64,22,42,-0.2,1.5,130.6,14.8
10/23/1996,297,3.54,3,178,0.9,23.2,9.1,15.6,70,29,49,4.9,3,263,15.4
10/24/1996,298,1.85,0,74,1.2,19.1,10.9,15.3,82,47,71,10.1,4.7,406.4,15.8
10/25/1996,299,2.55,0,120,0.7,17.3,3.5,11.4,79,38,55,2.6,3.5,305,15.2
10/26/1996,300,6.39,0,177,0.5,19.6,9.9,14.5,47,21,32,-2,8.5,736.1,14.3
10/27/1996,301,5.89,0,161,0.5,22.8,7.7,15.8,39,16,27,-3.2,6.5,558,14.1
10/28/1996,302,2.64,0,135,0.8,19.8,3.1,12.4,78,33,57,4.2,3.5,303.7,14.1
10/29/1996,303,0.33,30,34,1.2,13.9,9.1,10.8,97,70,90,9.2,3.8,329.6,13.8
10/30/1996,304,0.56,1,62,1.2,14.9,9.1,11.4,98,73,90,9.8,2.2,185.8,14
10/31/1996,305,1.8,2,145,1.2,16.2,7.9,11.3,99,67,88,9.3,2,176.7,14.2
11/1/1996,306,2.03,0,165,1.1,19.1,4.7,11.3,100,52,83,8.6,1,86,14.1
11/2/1996,307,1.53,0,122,1.2,16.9,4.6,10.6,100,69,90,9.1,1.8,155.7,14
11/3/1996,308,0.97,0,85,1.1,14.7,6.4,10.4,100,71,90,8.7,2.1,181.4,14.2
11/4/1996,309,0.92,0,80,1.2,14.4,5.8,10.7,100,75,90,9.2,2.1,184,14.2
11/5/1996,310,3.55,1,166,0.7,16.6,4.4,10.8,100,29,54,2,4.6,399,13.4
11/6/1996,311,2.99,0,161,0.6,18.7,5,11,90,30,48,0.5,3.2,274.2,13
11/7/1996,312,2.1,0,153,0.8,19,1.6,9.7,97,39,68,4,1.3,109.8,12.8
11/8/1996,313,2.05,0,146,1,21.8,4,11.4,98,39,71,6.3,1.2,105.4,12.9
11/9/1996,314,1.6,0,113,1,20.9,4.5,11.7,98,45,75,7.5,1.1,96.9,13.1
11/10/1996,315,1.87,0,131,1,22,4.8,12.2,96,42,73,7.5,1.1,98.2,13.1
11/11/1996,316,1.91,0,143,1.1,24.1,5.1,13,95,39,72,8,0.8,69.6,13.4
11/12/1996,317,1.24,0,95,1.2,22.8,8,14.1,95,50,76,9.9,0.8,71.4,13.7
11/13/1996,318,2.01,0,143,1.2,22.9,7.5,14.5,98,46,73,9.7,1.4,121.2,14.2
11/14/1996,319,2.24,0,99,0.8,18,6.1,12.7,83,35,55,4,2.5,216.7,13.9
11/15/1996,320,1.85,0,137,0.8,17.7,4.1,10.8,90,36,61,3.6,1.1,95.5,13.6
11/16/1996,321,0.79,5,63,1,13.5,3.8,9.3,97,67,88,7.3,3.2,273.3,13
11/17/1996,322,0.32,13,40,1.6,16.6,9.8,14,100,90,98,13.7,5.7,492.5,13.2
11/18/1996,323,1.49,4,96,1.6,20,13.4,16.5,100,71,87,14.3,4.7,402.1,14.7
11/19/1996,324,0.28,3,30,1.5,15.3,12.6,14,99,83,92,12.8,4.3,370.9,14.7
11/20/1996,325,0.47,2,59,1.5,16.5,11.3,13.2,100,91,100,13.2,1.7,144.9,14.7
11/21/1996,326,0.07,1,29,1.6,16,11.6,13.8,100,97,100,13.8,2.2,186.2,14.9
11/22/1996,327,1.16,3,97,1.5,17.5,10,14.1,100,80,93,13,4,347.9,15
11/23/1996,328,0.48,3,52,1.4,15.6,10.2,12.7,100,79,94,11.7,1.8,151.2,14.9
11/24/1996,329,0.72,1,74,1.3,17.1,9,12,100,73,93,10.9,1.1,98.3,14.6
11/25/1996,330,1.8,1,121,1.1,17.3,8.3,12.9,99,58,75,8.5,3.7,316.7,14.3
11/26/1996,331,3.57,0,135,0.7,18.1,10.3,13.3,61,34,47,2.3,6,518.1,13.7
11/27/1996,332,1.61,0,120,0.9,15.6,3.7,9.9,100,46,72,5,2.1,182.5,13.2
11/28/1996,333,1.36,0,95,1,14.8,5.7,9.7,100,50,79,6.2,3.5,305.3,13
11/29/1996,334,2.82,0,130,0.6,15,5.1,9.7,69,34,51,0.1,4.9,421.3,12.3
11/30/1996,335,1.59,0,120,0.8,14.6,1.3,8.7,90,51,72,3.9,2.4,205.6,11.9
12/1/1996,336,1.86,1,122,0.9,16.1,4,10.6,100,54,74,6.2,4,343,12.4
12/2/1996,337,1.75,0,122,0.6,12.2,0.8,5.6,85,38,65,-0.4,2.6,221.2,11.5
12/3/1996,338,1.15,0,108,0.8,13.1,0.6,6.3,94,58,81,3.3,1.5,129.2,10.9
12/4/1996,339,0.54,1,49,0.9,11.4,2.9,7.7,100,71,90,6.2,3.2,273.2,11
12/5/1996,340,0.39,5,36,1.3,15,9.5,11.5,100,74,93,10.4,4.8,417.4,11.7
12/6/1996,341,0.76,1,68,1.2,14.1,8.5,11.1,100,77,92,9.8,2.4,206.9,12.1
12/7/1996,342,0.69,0,56,1.2,15.3,8.1,11.5,100,78,92,10.2,3.1,268.9,12.2
12/8/1996,343,0.34,0,37,1.3,15.5,11.2,12.8,97,81,90,11.1,2.2,190.9,12.8
12/9/1996,344,0.04,14,16,1.4,13.2,11.3,12.4,99,92,96,11.8,5.5,472.3,12.9
12/10/1996,345,0.22,20,33,1.4,14.2,11.5,12.4,99,95,98,12,6.3,545.4,12.9
12/11/1996,346,0.7,2,56,1.5,17.5,11.3,13.9,100,79,95,13.2,4.6,396.2,13.2
12/12/1996,347,0.94,1,78,1.5,16.9,13.1,14.5,100,80,93,13.3,3.4,292.6,13.8
12/13/1996,348,2.09,2,120,1.1,15.4,9.6,12.5,100,53,73,7.8,4.5,390.8,13.7
12/14/1996,349,4.73,0,125,0.5,15.9,8.6,11.7,53,31,39,-1.7,9.1,784.5,12.2
12/15/1996,350,1.32,0,112,0.8,15.5,2.1,7.6,96,46,74,3.3,1.4,117.6,11.6
12/16/1996,351,1.24,0,114,0.8,16.4,2,7.3,98,50,80,4.1,1.2,105.5,11.1
12/17/1996,352,3.46,0,117,0.7,17.1,0.7,9.9,100,30,55,1.3,5,432.9,10.9
12/18/1996,353,0.97,0,105,0.9,10.1,0,5.3,100,79,96,4.7,1.4,118.8,10.8
12/19/1996,354,0.22,0,46,0.8,4.9,-0.4,2.7,100,100,100,3.2,1.9,161,10.3
12/20/1996,355,0,0,15,0.8,6.2,2.8,4.2,100,99,100,4.3,2.7,232.8,10.1
12/21/1996,356,0,38,8,1,8.2,6.1,7,100,94,100,7,4.7,403.5,9.7
12/22/1996,357,0.87,8,63,0.9,12.9,5.7,8.2,100,59,86,6,4,347.1,9.6
12/23/1996,358,1.05,0,98,1,15.1,3.9,8.7,99,65,88,6.9,2,175,10
12/24/1996,359,1.23,1,112,0.9,12.1,2.3,6.5,100,70,90,4.9,2.4,203.9,9.8
12/25/1996,360,0.8,0,95,0.9,8.6,0.5,4.8,100,92,100,4.8,1.4,118.8,9.4
12/26/1996,361,0.02,11,15,1,9.9,5.4,7.3,100,87,98,7.1,4,341.7,9.5
12/27/1996,362,0.45,12,49,1.3,13.8,8.8,11,100,89,95,10.3,4,343.7,10
12/28/1996,363,0.2,3,33,1.3,12.9,9.7,11.3,100,92,96,10.7,3.2,275.1,10.8
12/29/1996,364,0.05,3,9,1.3,13.1,11.4,12,100,87,93,10.9,4.9,421.7,11.1
12/30/1996,365,0.06,4,20,1.5,14.5,12.4,13.6,99,96,97,13.2,6.3,540.6,11.8
12/31/1996,366,0.29,1,19,1.6,17.3,14.1,15.7,96,85,91,14.3,6.2,532.5,12.7
1/1/1997,1,0.06,3,18,1.8,17.1,15.2,16.3,100,92,99,,6.4,551.1,14
1/2/1997,2,0.2,1,30,1.6,16.7,12.6,14.6,100,90,97,14.1,3.4,292.4,14.3
1/3/1997,3,1.6,2,121,1,14.6,4.4,10.5,99,51,80,7.2,2.4,207.4,13.3
1/4/1997,4,0.47,23,47,0.8,9.7,3.1,6.5,96,68,86,4.3,1.4,120.6,11.6
1/5/1997,5,2.17,13,128,0.7,12,1.5,7,100,44,70,2,4.7,408.8,10.8
1/6/1997,6,2.57,0,131,0.5,12.7,4.3,7.7,69,38,52,-1.6,6.2,533.6,9.7
1/7/1997,7,1.79,0,124,0.7,13,1.7,7.6,100,42,64,1.2,2.7,233.2,9.5
1/8/1997,8,1.02,0,105,0.8,11.6,-1.4,5,100,68,92,3.8,1.1,98.2,9.1
1/9/1997,9,1.07,0,107,0.9,12.6,0.8,5.7,100,75,95,5.1,1.1,95.1,9.1
1/10/1997,10,0.49,1,68,0.9,11.1,1.9,4.8,100,88,100,5.2,1.7,145.7,9.1
1/11/1997,11,0,0,21,1,7.3,4.4,6.2,100,100,100,6.7,1.7,143,9.3
1/12/1997,12,0.48,3,28,0.8,7.4,1.8,5.6,100,45,91,4.3,3.9,335.8,9.4
1/13/1997,13,2.46,0,137,0.3,4.6,-2.7,0.9,73,32,46,-9.5,6.2,538.6,7.4
1/14/1997,14,1.4,0,111,0.4,7.2,-3.6,1.9,79,45,60,-5,2.6,228.5,6.4
1/15/1997,15,0.06,2,25,0.8,6.3,2.7,4.5,100,76,97,4,3.6,313.5,7.1
1/16/1997,16,0.38,0,47,1,10.3,6,7.7,100,84,93,6.7,1.5,129.7,8
1/17/1997,17,0.25,0,41,1.1,9.6,6.8,7.9,100,93,99,7.7,1.8,153.5,8.8
1/18/1997,18,0.07,0,23,1.1,9.8,7.3,8.3,100,90,97,7.8,1.4,118.4,9.2
1/19/1997,19,0.39,0,47,1,10.2,4.9,7.7,100,79,92,6.5,1.4,116.8,9.5
1/20/1997,20,0.84,13,78,1.1,14,6.3,8.9,100,79,94,7.9,2.8,238.5,9.5
1/21/1997,21,0.35,3,43,1.2,12,7.6,9.7,100,93,98,9.3,4.2,364.2,9.8
1/22/1997,22,0.01,66,6,1.1,11.3,5.2,8.8,100,88,99,8.6,5.6,479.8,9.7
1/23/1997,23,1.49,0,123,0.8,11.7,3.7,7.2,100,56,79,3.8,2.4,209.1,8.8
1/24/1997,24,0.28,14,37,0.9,8.9,5.1,7.2,100,76,92,6,2.4,203,7.7
1/25/1997,25,1.71,24,122,1.4,17.7,7.6,13.3,100,79,92,12.1,5.6,486.9,9.3
1/26/1997,26,1.7,17,127,1.4,16.7,9.4,13.1,100,73,92,11.7,4.6,394.5,11
1/27/1997,27,0.58,0,58,1.3,14.3,9.3,11.4,100,81,93,10.3,1.4,121.1,10.8
1/28/1997,28,1.46,1,118,1.4,17.4,9.7,12.9,100,74,91,11.5,2.5,211.9,11.1
1/29/1997,29,1.53,0,137,1.2,15.2,7.1,10.8,100,74,92,9.5,1.7,145.6,11.2
1/30/1997,30,0.47,0,57,1.2,14.1,5.3,9.9,100,83,98,9.6,1.4,120.7,10.6
1/31/1997,31,0.14,0,30,1.3,12.4,9.5,11,98,93,96,10.4,2.3,200.6,11
2/1/1997,32,0.85,0,83,1.3,15.1,6.7,11,100,79,97,10.5,1.8,151.5,11.2
2/2/1997,33,1.09,0,105,1.1,15.6,3.1,8.5,100,73,96,7.9,1.1,96.4,10.4
2/3/1997,34,0.22,1,46,1.1,11.1,5.2,8.5,100,91,100,8.5,1.5,130,10.1
2/4/1997,35,0.64,5,72,1.2,14.6,7.7,10.4,100,79,96,9.8,2.1,178.7,10.7
2/5/1997,36,2.47,0,170,0.9,15.6,3.8,9.7,95,49,72,4.9,3.7,316.4,10.4
2/6/1997,37,1.43,1,137,0.9,13.6,1,7.7,99,66,87,5.6,1.3,110.7,9.6
2/7/1997,38,1.54,0,127,1,14.9,4.3,9.5,100,63,87,7.5,2.1,184.4,10.1
2/8/1997,39,2.18,0,179,0.9,15.4,4.4,9.1,97,51,76,5.2,2.7,237.4,10.1
2/9/1997,40,1.19,0,114,1,13.7,3.9,9.1,100,69,88,7.2,2,174,9.9
2/10/1997,41,2.27,0,176,1,18.7,4.1,10.2,95,49,76,6.3,2.8,242,10.2
2/11/1997,42,1.86,0,159,1,16.4,2.2,9.4,100,66,88,7.5,1.9,163.3,10
2/12/1997,43,2.48,0,154,0.9,15.9,5.6,10.6,100,38,73,5.9,4.1,351.6,10.4
2/13/1997,44,4.31,0,185,0.6,18.9,5.9,11.7,83,28,47,0.8,5.9,513.7,9.8
2/14/1997,45,2.38,0,177,1,19.4,3.1,10.6,100,52,77,6.8,1.6,139,9.9
2/15/1997,46,1.41,0,123,1.1,17.7,3.5,10.5,100,57,87,8.4,1.2,105.3,10
2/16/1997,47,2.23,0,165,1.1,18.6,4.6,11.4,100,58,85,9,2.7,229.4,10.6
2/17/1997,48,1.91,0,128,1.1,16,8.7,12,98,54,76,7.9,3.8,325.5,11.1
2/18/1997,49,3.52,0,187,0.8,21.4,7.8,13.1,94,32,54,4,4.1,358,10.7
2/19/1997,50,1.35,0,92,1.2,17.3,7.6,11.9,98,65,83,9.1,3.4,295.1,10.9
2/20/1997,51,3.87,0,197,0.7,16.5,3.3,10.2,91,30,53,1.1,4.8,417.5,10.7
2/21/1997,52,2.55,0,180,0.8,17.6,3.5,10.7,92,41,66,4.6,1.7,145.2,10.4
2/22/1997,53,3.77,0,196,0.7,18.1,4.7,11.5,92,34,54,2.6,4.5,385.6,10.5
2/23/1997,54,5.3,0,205,0.5,18.1,7.3,11.8,52,21,37,-2.6,6.9,600.4,10.1
2/24/1997,55,4.8,0,206,0.5,18.3,4.4,11.3,53,22,35,-3.6,5.2,446.5,9.8
2/25/1997,56,4.06,0,187,0.6,23.1,5.8,13.9,71,17,40,0.3,3.5,305.3,10
2/26/1997,57,3.43,0,177,0.9,21.4,3.8,12.5,90,32,64,5.8,3.3,281.8,10.7
2/27/1997,58,2.87,0,180,,17.9,0,13.4,80,41,,,3.9,337.4,11.3
